2022-10-07 09:08:46 startup archives install
2022-10-07 09:09:46 status unpacked iputils-ping:amd64 3:20121221-5ubuntu2
2022-10-07 09:09:46 status half-configured iputils-ping:amd64 3:20121221-5ubuntu2
2022-10-07 09:09:46 status installed iputils-ping:amd64 3:20121221-5ubuntu2
2022-10-07 09:09:46 configure apt-utils:amd64 1.2.10ubuntu1 <none>
2022-10-07 09:09:46 status unpacked apt-utils:amd64 1.2.10ubuntu1
2022-10-07 09:09:46 status half-configured apt-utils:amd64 1.2.10ubuntu1
2022-10-07 09:09:46 status installed apt-utils:amd64 1.2.10ubuntu1
2022-10-07 09:09:46 configure kbd:amd64 1.15.5-1ubuntu4 <none>
2022-10-07 09:09:46 status unpacked kbd:amd64 1.15.5-1ubuntu4
2022-10-07 09:09:46 status unpacked kbd:amd64 1.15.5-1ubuntu4
2022-10-07 09:09:46 status unpacked kbd:amd64 1.15.5-1ubuntu4
2022-10-07 09:09:46 status half-configured kbd:amd64 1.15.5-1ubuntu4
2022-10-07 09:09:46 status installed kbd:amd64 1.15.5-1ubuntu4
2022-10-07 09:09:46 configure console-setup-linux:all 1.108ubuntu15 <none>
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status half-configured console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 status installed console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:46 configure console-setup:all 1.108ubuntu15 <none>
2022-10-07 09:09:46 status unpacked console-setup:all 1.108ubuntu15
2022-10-07 09:09:46 status unpacked console-setup:all 1.108ubuntu15
2022-10-07 09:09:46 status half-configured console-setup:all 1.108ubuntu15
2022-10-07 09:09:48 status installed console-setup:all 1.108ubuntu15
2022-10-07 09:09:48 configure python3:amd64 3.5.1-3 <none>
2022-10-07 09:09:48 status unpacked python3:amd64 3.5.1-3
2022-10-07 09:09:48 status half-configured python3:amd64 3.5.1-3
2022-10-07 09:09:49 status installed python3:amd64 3.5.1-3
2022-10-07 09:09:49 configure lsb-release:all 9.20160110 <none>
2022-10-07 09:09:49 status unpacked lsb-release:all 9.20160110
2022-10-07 09:09:49 status half-configured lsb-release:all 9.20160110
2022-10-07 09:09:49 status installed lsb-release:all 9.20160110
2022-10-07 09:09:49 configure ubuntu-minimal:amd64 1.361 <none>
2022-10-07 09:09:49 status unpacked ubuntu-minimal:amd64 1.361
2022-10-07 09:09:49 status half-configured ubuntu-minimal:amd64 1.361
2022-10-07 09:09:49 status installed ubuntu-minimal:amd64 1.361
2022-10-07 09:09:49 configure dh-python:all 2.20151103ubuntu1 <none>
2022-10-07 09:09:49 status unpacked dh-python:all 2.20151103ubuntu1
2022-10-07 09:09:49 status half-configured dh-python:all 2.20151103ubuntu1
2022-10-07 09:09:50 status installed dh-python:all 2.20151103ubuntu1
2022-10-07 09:09:50 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2022-10-07 09:09:50 status half-configured libc-bin:amd64 2.23-0ubuntu3
2022-10-07 09:09:50 status installed libc-bin:amd64 2.23-0ubuntu3
2022-10-07 09:09:50 trigproc systemd:amd64 229-4ubuntu4 <none>
2022-10-07 09:09:50 status half-configured systemd:amd64 229-4ubuntu4
2022-10-07 09:09:50 status installed systemd:amd64 229-4ubuntu4
2022-10-07 09:09:50 trigproc initramfs-tools:all 0.122ubuntu8 <none>
2022-10-07 09:09:50 status half-configured initramfs-tools:all 0.122ubuntu8
2022-10-07 09:09:50 status installed initramfs-tools:all 0.122ubuntu8
2022-10-07 09:09:50 trigproc ureadahead:amd64 0.100.0-19 <none>
2022-10-07 09:09:50 status half-configured ureadahead:amd64 0.100.0-19
2022-10-07 09:09:50 status installed ureadahead:amd64 0.100.0-19
2022-10-07 09:09:50 trigproc resolvconf:all 1.78ubuntu2 <none>
2022-10-07 09:09:50 status half-configured resolvconf:all 1.78ubuntu2
2022-10-07 09:09:50 status installed resolvconf:all 1.78ubuntu2
